time	T cell	T cold	mBar
11:20:16	-47.4	-47.9	4097
11:20:18	-47.5	-47.9	4095
11:20:20	-47.5	-47.9	4093
11:20:21	-47.4	-47.8	4091
11:20:23	-47.5	-47.9	4087
11:20:24	-47.5	-47.9	4083
11:20:26	-47.5	-47.9	4083
11:20:27	-47.5	-47.9	4082
11:20:29	-47.5	-48.0	4078
11:20:31	-47.6	-47.9	4077
11:20:32	-47.7	-48.0	4072
11:20:34	-47.5	-48.0	4071
11:20:35	-47.6	-48.0	4069
11:20:37	-47.6	-48.0	4069
11:20:39	-47.7	-48.0	4066
11:20:40	-47.7	-48.0	4066
11:20:42	-47.6	-48.1	4064
11:20:43	-47.6	-48.0	4059
11:20:45	-47.6	-48.0	4056
11:20:46	-47.6	-48.0	4055
11:20:48	-47.7	-48.0	4054
11:20:50	-47.7	-48.0	4050
11:20:51	-47.6	-48.1	4051
11:20:53	-47.7	-48.1	4046
11:20:54	-47.7	-48.1	4046
11:20:56	-47.7	-48.1	4044
11:20:57	-47.7	-48.0	4041
11:20:59	-47.7	-48.1	4041
11:21:01	-47.8	-48.1	4039
11:21:02	-47.8	-48.2	4039
11:21:04	-47.7	-48.2	4036
11:21:05	-47.7	-48.1	4035
11:21:07	-47.9	-48.2	4034
11:21:09	-47.8	-48.2	4029
11:21:10	-47.7	-48.2	4029
11:21:12	-47.9	-48.3	4028
11:21:13	-48.0	-48.3	4025
11:21:15	-48.0	-48.2	4025
11:21:16	-48.0	-48.3	4023
11:21:18	-48.0	-48.2	4023
11:21:20	-47.9	-48.3	4018
11:21:21	-48.0	-48.3	4018
11:21:23	-47.9	-48.3	4013
11:21:24	-47.9	-48.3	4014
11:21:26	-48.0	-48.4	4012
11:21:27	-48.0	-48.4	4012
11:21:29	-48.1	-48.4	4009
11:21:31	-47.8	-48.3	4009
11:21:32	-48.0	-48.4	4007
11:21:34	-48.1	-48.3	4003
11:21:35	-48.0	-48.3	4003
11:21:37	-47.9	-48.3	3999
11:21:39	-48.0	-48.4	3997
11:21:40	-48.0	-48.3	3998
11:21:42	-47.9	-48.4	3997
11:21:43	-48.0	-48.4	3996
11:21:45	-47.9	-48.3	3994
11:21:46	-47.9	-48.4	3994
11:21:48	-48.0	-48.3	3991
11:21:50	-48.1	-48.3	3991
11:21:51	-48.1	-48.4	3989
11:21:53	-47.9	-48.4	3986
11:21:54	-48.0	-48.4	3984
11:21:56	-48.1	-48.4	3984
11:21:57	-48.1	-48.4	3982
11:21:59	-48.0	-48.4	3979
11:22:01	-48.0	-48.4	3978
11:22:02	-48.1	-48.4	3979
11:22:04	-48.1	-48.5	3976
11:22:05	-48.0	-48.4	3977
11:22:07	-48.1	-48.4	3975
11:22:08	-48.0	-48.4	3971
11:22:10	-48.0	-48.4	3968
11:22:12	-48.2	-48.4	3968
11:22:13	-48.2	-48.4	3968
11:22:15	-48.1	-48.5	3968
11:22:16	-48.1	-48.5	3966
11:22:18	-48.1	-48.5	3967
11:22:20	-48.1	-48.5	3965
11:22:21	-48.2	-48.5	3963
11:22:23	-48.2	-48.5	3963
11:22:24	-48.3	-48.4	3958
11:22:26	-48.2	-48.5	3961
11:22:27	-48.1	-48.4	3958
11:22:29	-48.2	-48.4	3956
11:22:31	-48.2	-48.5	3953
11:22:32	-48.2	-48.5	3955
11:22:34	-48.2	-48.4	3951
11:22:35	-48.1	-48.5	3949
11:22:37	-48.2	-48.5	3949
11:22:38	-48.2	-48.5	3942
11:22:40	-48.2	-48.5	3939
11:22:42	-48.2	-48.5	3939
11:22:43	-48.3	-48.5	3936
11:22:45	-48.2	-48.5	3935
11:22:46	-48.2	-48.5	3936
11:22:48	-48.2	-48.5	3932
11:22:50	-48.2	-48.5	3934
11:22:51	-48.2	-48.5	3932
11:22:53	-48.2	-48.5	3931
11:22:54	-48.1	-48.5	3929
11:22:56	-48.2	-48.5	3926
11:22:57	-48.4	-48.6	3925
11:22:59	-48.3	-48.6	3924
11:23:01	-48.3	-48.6	3924
11:23:02	-48.4	-48.6	3924
11:23:04	-48.3	-48.6	3923
11:23:05	-48.3	-48.7	3920
11:23:07	-48.3	-48.7	3921
11:23:08	-48.3	-48.7	3920
11:23:10	-48.3	-48.7	3919
11:23:12	-48.3	-48.7	3920
11:23:13	-48.3	-48.7	3915
11:23:15	-48.3	-48.7	3914
11:23:16	-48.3	-48.7	3916
11:23:18	-48.3	-48.7	3915
11:23:20	-48.3	-48.7	3914
11:23:21	-48.3	-48.7	3913
11:23:23	-48.3	-48.7	3913
11:23:24	-48.3	-48.7	3910
11:23:26	-48.3	-48.7	3908
11:23:27	-48.4	-48.8	3909
11:23:29	-48.3	-48.7	3908
11:23:31	-48.4	-48.7	3906
11:23:32	-48.3	-48.7	3906
11:23:34	-48.4	-48.8	3905
11:23:35	-48.4	-48.8	3904
11:23:37	-48.5	-48.8	3906
11:23:39	-48.4	-48.8	3904
11:23:40	-48.4	-48.8	3904
11:23:42	-48.4	-48.8	3903
11:23:43	-48.4	-48.7	3900
11:23:45	-48.3	-48.7	3899
11:23:46	-48.4	-48.7	3899
11:23:48	-48.5	-48.8	3898
11:23:50	-48.4	-48.8	3898
11:23:51	-48.4	-48.8	3898
11:23:53	-48.4	-48.8	3897
11:23:54	-48.4	-48.8	3894
11:23:56	-48.5	-48.8	3894
11:23:58	-48.3	-48.8	3894
11:23:59	-48.3	-48.8	3893
11:24:01	-48.4	-48.8	3894
11:24:02	-48.4	-48.8	3893
11:24:04	-48.4	-48.8	3890
11:24:05	-48.5	-48.8	3888
11:24:07	-48.5	-48.8	3888
11:24:09	-48.4	-48.8	3888
11:24:10	-48.4	-48.8	3889
11:24:12	-48.4	-48.8	3887
11:24:13	-48.4	-48.8	3885
11:24:15	-48.4	-48.8	3885
11:24:16	-48.5	-48.8	3884
11:24:18	-48.6	-48.8	3884
11:24:20	-48.5	-48.8	3884
11:24:21	-48.4	-48.8	3884
11:24:23	-48.6	-48.8	3884
11:24:24	-48.5	-48.8	3882
11:24:26	-48.4	-48.8	3880
11:24:28	-48.5	-48.8	3882
11:24:29	-48.4	-48.9	3878
11:24:31	-48.5	-48.8	3882
11:24:32	-48.4	-48.8	3879
11:24:34	-48.5	-48.9	3877
11:24:35	-48.5	-48.8	3875
11:24:37	-48.4	-48.9	3878
11:24:39	-48.5	-48.9	3878
11:24:40	-48.4	-48.9	3874
11:24:42	-48.5	-48.9	3877
11:24:43	-48.5	-48.9	3874
11:24:45	-48.5	-48.9	3873
11:24:47	-48.6	-48.9	3872
11:24:48	-48.6	-48.9	3871
11:24:50	-48.5	-48.9	3872
11:24:51	-48.5	-48.9	3871
11:24:53	-48.6	-48.8	3871
11:24:54	-48.5	-48.8	3868
11:24:56	-48.4	-48.8	3868
11:24:58	-48.5	-48.8	3869
11:24:59	-48.5	-48.8	3868
11:25:01	-48.3	-48.9	3866
11:25:02	-48.4	-48.8	3867
11:25:04	-48.5	-48.9	3867
11:25:05	-48.6	-48.9	3864
11:25:07	-48.5	-48.9	3867
11:25:09	-48.5	-48.9	3863
11:25:10	-48.5	-48.9	3863
11:25:12	-48.5	-48.9	3862
11:25:13	-48.4	-48.9	3863
11:25:15	-48.6	-48.9	3861
11:25:17	-48.6	-48.9	3859
11:25:18	-48.5	-48.9	3861
11:25:20	-48.5	-48.9	3859
11:25:21	-48.7	-48.9	3857
11:25:23	-48.6	-48.9	3857
11:25:24	-48.6	-49.0	3858
11:25:26	-48.6	-49.0	3856
11:25:28	-48.5	-48.9	3857
11:25:29	-48.6	-49.0	3856
11:25:31	-48.6	-48.9	3854
11:25:32	-48.6	-49.0	3856
11:25:34	-48.5	-48.9	3854
11:25:35	-48.7	-49.0	3854
11:25:37	-48.6	-49.0	3856
11:25:39	-48.6	-49.0	3854
11:25:40	-48.6	-49.0	3854
11:25:42	-48.6	-49.0	3853
11:25:43	-48.6	-48.9	3853
11:25:45	-48.6	-49.0	3852
11:25:47	-48.7	-49.0	3852
11:25:48	-48.7	-49.0	3851
11:25:50	-48.7	-49.0	3850
11:25:51	-48.7	-49.0	3848
11:25:53	-48.7	-48.9	3847
11:25:54	-48.6	-48.9	3846
11:25:56	-48.8	-49.0	3848
11:25:58	-48.7	-49.0	3848
11:25:59	-48.6	-49.0	3845
11:26:01	-48.6	-49.0	3842
11:26:02	-48.6	-49.0	3843
11:26:04	-48.6	-49.0	3843
11:26:05	-48.7	-49.0	3843
11:26:07	-48.7	-49.0	3843
11:26:09	-48.7	-49.0	3843
11:26:10	-48.6	-49.0	3842
11:26:12	-48.7	-49.0	3841
11:26:13	-48.6	-49.0	3841
11:26:15	-48.7	-49.0	3841
11:26:17	-48.7	-49.0	3842
11:26:18	-48.8	-49.0	3841
11:26:20	-48.7	-49.0	3841
11:26:21	-48.8	-49.1	3840
11:26:23	-48.8	-49.1	3841
11:26:24	-48.7	-49.1	3840
11:26:26	-48.6	-49.0	3838
11:26:28	-48.7	-49.0	3838
11:26:29	-48.6	-49.0	3840
11:26:31	-48.7	-49.0	3838
11:26:33	-48.7	-49.0	3838
11:26:34	-48.7	-49.0	3838
11:26:36	-48.8	-49.0	3836
11:26:37	-48.7	-49.0	3837
11:26:39	-48.6	-49.0	3833
11:26:40	-48.6	-49.1	3835
11:26:42	-48.7	-49.0	3836
11:26:44	-48.8	-49.0	3833
11:26:45	-48.7	-49.0	3833
11:26:47	-48.8	-49.0	3831
11:26:48	-48.7	-49.0	3832
11:26:50	-48.7	-49.0	3832
11:26:51	-48.8	-49.0	3833
11:26:53	-48.8	-49.0	3830
11:26:55	-48.8	-49.0	3830
11:26:56	-48.8	-49.0	3828
11:26:58	-48.7	-49.0	3828
11:26:59	-48.7	-49.0	3830
11:27:01	-48.8	-49.0	3827
11:27:03	-48.7	-49.0	3828
11:27:04	-48.8	-49.0	3827
11:27:06	-48.7	-49.0	3827
11:27:07	-48.6	-49.0	3826
11:27:09	-48.8	-49.0	3827
11:27:10	-48.7	-49.0	3826
11:27:12	-48.7	-49.0	3826
11:27:14	-48.8	-49.1	3826
11:27:15	-48.8	-49.0	3826
11:27:17	-48.8	-49.1	3825
11:27:18	-48.9	-49.1	3825
11:27:20	-48.8	-49.0	3824
11:27:21	-48.8	-49.0	3824
11:27:23	-48.8	-49.0	3824
11:27:25	-48.8	-49.1	3825
11:27:26	-48.8	-49.0	3825
11:27:28	-48.8	-49.0	3822
11:27:29	-48.8	-49.0	3820
11:27:31	-48.7	-49.0	3817
11:27:33	-48.8	-49.0	3820
11:27:34	-48.8	-49.0	3820
11:27:36	-48.8	-49.0	3819
11:27:37	-48.8	-49.1	3821
11:27:39	-48.9	-49.1	3819
11:27:40	-48.9	-49.1	3816
11:27:42	-48.8	-49.1	3817
11:27:44	-48.8	-49.1	3816
11:27:45	-48.8	-49.1	3815
11:27:47	-48.9	-49.1	3817
11:27:48	-48.9	-49.1	3815
11:27:50	-48.8	-49.1	3815
11:27:51	-48.8	-49.1	3814
11:27:53	-48.8	-49.1	3815
11:27:55	-48.9	-49.1	3814
11:27:56	-48.8	-49.1	3815
11:27:58	-48.9	-49.1	3814
11:27:59	-48.9	-49.1	3815
11:28:01	-48.9	-49.1	3814
11:28:03	-48.8	-49.1	3811
11:28:04	-48.9	-49.1	3811
11:28:06	-48.9	-49.1	3814
11:28:07	-48.8	-49.1	3810
11:28:09	-48.9	-49.1	3811
11:28:10	-48.9	-49.1	3811
11:28:12	-48.9	-49.1	3810
11:28:14	-48.9	-49.1	3810
11:28:15	-48.9	-49.1	3809
11:28:17	-48.9	-49.1	3809
11:28:18	-48.8	-49.1	3809
11:28:20	-48.9	-49.1	3809
11:28:21	-48.9	-49.1	3807
11:28:23	-49.0	-49.2	3809
11:28:25	-49.0	-49.1	3807
11:28:26	-49.0	-49.2	3809
11:28:28	-48.8	-49.2	3809
11:28:29	-48.9	-49.2	3809
11:28:31	-48.9	-49.2	3809
11:28:33	-49.0	-49.2	3809
11:28:34	-48.9	-49.2	3807
11:28:36	-49.0	-49.2	3806
11:28:37	-48.9	-49.2	3806
11:28:39	-48.9	-49.2	3807
11:28:40	-48.9	-49.2	3807
11:28:42	-48.9	-49.2	3804
11:28:44	-48.9	-49.2	3804
11:28:45	-49.0	-49.2	3804
11:28:47	-48.9	-49.2	3806
11:28:48	-49.0	-49.2	3804
11:28:50	-49.0	-49.2	3804
11:28:52	-49.0	-49.2	3802
11:28:53	-49.0	-49.2	3802
11:28:55	-49.0	-49.2	3802
11:28:56	-49.0	-49.2	3804
11:28:58	-49.0	-49.3	3801
11:28:59	-49.0	-49.3	3799
11:29:01	-49.0	-49.3	3800
11:29:03	-49.0	-49.3	3800
11:29:04	-49.1	-49.3	3800
11:29:06	-49.0	-49.3	3799
11:29:07	-49.0	-49.3	3800
11:29:09	-49.0	-49.3	3798
11:29:11	-49.0	-49.3	3800
11:29:12	-49.0	-49.3	3799
11:29:14	-48.9	-49.3	3798
11:29:15	-49.0	-49.3	3798
11:29:17	-48.9	-49.2	3796
11:29:18	-49.0	-49.2	3795
11:29:20	-48.9	-49.2	3796
11:29:22	-48.9	-49.2	3798
11:29:23	-49.0	-49.2	3795
11:29:25	-49.0	-49.3	3795
11:29:26	-48.9	-49.3	3796
11:29:28	-48.9	-49.3	3796
11:29:30	-49.0	-49.2	3795
11:29:31	-49.0	-49.2	3794
11:29:33	-48.9	-49.2	3795
11:29:34	-48.9	-49.3	3794
11:29:36	-48.9	-49.3	3795
11:29:37	-48.9	-49.2	3796
11:29:39	-48.9	-49.2	3795
11:29:41	-49.0	-49.3	3795
11:29:42	-48.9	-49.3	3794
11:29:44	-49.0	-49.3	3791
11:29:45	-48.9	-49.3	3794
11:29:47	-48.9	-49.3	3793
11:29:48	-49.0	-49.3	3794
11:29:50	-48.9	-49.3	3793
11:29:52	-48.9	-49.3	3790
11:29:53	-49.0	-49.3	3791
11:29:55	-49.0	-49.3	3790
11:29:56	-48.9	-49.3	3790
11:29:58	-49.0	-49.3	3791
11:30:00	-49.0	-49.3	3791
11:30:01	-49.0	-49.3	3790
11:30:03	-48.9	-49.3	3790
11:30:04	-49.0	-49.3	3789
11:30:06	-49.0	-49.3	3786
11:30:07	-49.0	-49.3	3790
11:30:09	-49.0	-49.3	3791
11:30:11	-49.0	-49.3	3786
11:30:12	-49.0	-49.4	3786
11:30:14	-49.0	-49.3	3786
11:30:15	-49.0	-49.3	3786
11:30:17	-49.0	-49.4	3786
11:30:19	-49.0	-49.3	3785
11:30:20	-48.9	-49.2	3785
11:30:22	-48.9	-49.3	3784
11:30:23	-48.9	-49.3	3785
11:30:25	-49.0	-49.3	3784
11:30:26	-49.0	-49.3	3786
11:30:28	-48.9	-49.3	3784
11:30:30	-48.9	-49.3	3784
11:30:31	-49.0	-49.3	3784
11:30:33	-49.0	-49.3	3784
11:30:34	-48.9	-49.2	3784
11:30:36	-48.9	-49.3	3784
11:30:37	-49.0	-49.2	3784
11:30:39	-48.9	-49.3	3784
11:30:41	-48.9	-49.3	3783
11:30:42	-48.9	-49.4	3785
11:30:44	-49.0	-49.4	3783
11:30:45	-49.1	-49.3	3783
11:30:47	-49.1	-49.4	3781
11:30:48	-49.0	-49.4	3784
11:30:50	-49.0	-49.4	3781
11:30:52	-49.1	-49.4	3781
11:30:53	-49.0	-49.4	3783
11:30:55	-49.0	-49.3	3783
11:30:56	-49.0	-49.3	3781
11:30:58	-49.0	-49.4	3783
11:31:00	-49.1	-49.4	3781
11:31:01	-49.0	-49.4	3780
11:31:03	-49.0	-49.4	3780
11:31:04	-49.0	-49.4	3779
11:31:06	-49.1	-49.3	3780
11:31:07	-49.0	-49.4	3780
11:31:09	-49.0	-49.4	3778
11:31:11	-49.0	-49.3	3779
11:31:12	-48.9	-49.4	3778
11:31:14	-49.0	-49.3	3779
11:31:15	-49.0	-49.4	3775
11:31:17	-49.1	-49.4	3778
11:31:18	-49.0	-49.4	3773
11:31:20	-49.0	-49.3	3775
11:31:22	-49.0	-49.4	3775
11:31:23	-49.0	-49.4	3775
11:31:25	-49.0	-49.4	3776
11:31:26	-49.0	-49.4	3778
11:31:28	-49.0	-49.4	3773
11:31:30	-49.0	-49.4	3775
11:31:31	-49.1	-49.4	3773
11:31:33	-49.1	-49.4	3776
11:31:34	-49.1	-49.4	3776
11:31:36	-49.1	-49.4	3773
11:31:37	-49.0	-49.4	3776
11:31:39	-49.1	-49.4	3774
11:31:41	-49.1	-49.5	3774
11:31:42	-49.1	-49.5	3775
11:31:44	-49.1	-49.5	3775
11:31:45	-49.1	-49.5	3774
11:31:47	-49.1	-49.5	3774
11:31:49	-49.1	-49.5	3773
11:31:50	-49.0	-49.4	3773
11:31:52	-49.0	-49.4	3775
11:31:53	-49.0	-49.4	3774
11:31:55	-49.0	-49.4	3772
11:31:56	-49.0	-49.4	3773
11:31:58	-49.0	-49.4	3773
11:32:00	-48.9	-49.4	3773
11:32:01	-49.1	-49.4	3772
11:32:03	-49.1	-49.4	3774
11:32:04	-49.0	-49.4	3772
11:32:06	-49.0	-49.4	3774
11:32:07	-49.0	-49.4	3774
11:32:09	-49.0	-49.4	3773
11:32:11	-49.0	-49.4	3774
11:32:12	-48.9	-49.4	3774
11:32:14	-48.9	-49.4	3775
11:32:15	-48.9	-49.3	3776
11:32:17	-48.9	-49.3	3775
11:32:19	-48.9	-49.3	3774
11:32:20	-48.9	-49.3	3775
11:32:22	-48.9	-49.4	3776
11:32:23	-48.9	-49.3	3779
11:32:25	-48.9	-49.3	3778
11:32:26	-48.9	-49.3	3778
11:32:28	-49.0	-49.4	3778
11:32:30	-49.0	-49.3	3776
11:32:31	-48.9	-49.4	3779
11:32:33	-48.9	-49.4	3779
11:32:34	-48.9	-49.4	3781
11:32:36	-49.0	-49.4	3781
11:32:37	-49.0	-49.4	3781
11:32:39	-49.0	-49.4	3779
11:32:41	-49.0	-49.4	3780
11:32:42	-48.8	-49.4	3781
11:32:44	-48.9	-49.4	3781
11:32:45	-48.9	-49.4	3783
11:32:47	-49.0	-49.4	3784
11:32:49	-49.1	-49.4	3781
11:32:50	-49.0	-49.4	3784
11:32:52	-48.9	-49.4	3783
11:32:53	-49.0	-49.4	3784
11:32:55	-48.9	-49.4	3783
11:32:56	-49.0	-49.4	3783
11:32:58	-49.0	-49.4	3784
11:33:00	-49.0	-49.4	3785
11:33:01	-48.9	-49.4	3784
11:33:03	-48.9	-49.4	3783
11:33:04	-48.9	-49.4	3785
11:33:06	-48.9	-49.4	3785
11:33:07	-48.9	-49.4	3785
11:33:09	-48.9	-49.4	3784
11:33:11	-49.0	-49.4	3786
11:33:12	-49.0	-49.4	3786
11:33:14	-48.9	-49.5	3786
11:33:15	-48.9	-49.4	3788
11:33:17	-48.9	-49.4	3788
11:33:19	-48.9	-49.4	3788
11:33:20	-48.9	-49.4	3790
11:33:22	-48.9	-49.4	3788
11:33:23	-49.0	-49.4	3789
11:33:25	-49.0	-49.4	3789
11:33:26	-48.9	-49.5	3793
11:33:28	-49.0	-49.5	3793
11:33:30	-49.1	-49.5	3793
11:33:31	-49.1	-49.5	3794
11:33:33	-49.0	-49.5	3791
11:33:34	-49.0	-49.5	3793
11:33:36	-48.9	-49.5	3794
11:33:38	-48.9	-49.5	3795
11:33:39	-49.0	-49.5	3796
11:33:41	-49.0	-49.5	3796
11:33:42	-49.0	-49.5	3798
11:33:44	-49.0	-49.5	3795
11:33:45	-49.0	-49.5	3796
11:33:47	-49.0	-49.4	3798
11:33:49	-48.9	-49.5	3799
11:33:50	-49.0	-49.4	3799
11:33:52	-49.0	-49.4	3798
11:33:53	-49.0	-49.5	3798
11:33:55	-49.0	-49.4	3798
11:33:56	-49.0	-49.5	3799
11:33:58	-48.9	-49.5	3800
11:34:00	-48.9	-49.5	3800
11:34:01	-48.9	-49.5	3804
11:34:03	-49.0	-48.9	3851
11:34:04	-48.7	-48.4	3982
11:34:06	-48.6	-47.8	4093
11:34:08	-48.4	-47.4	4147
11:34:09	-48.1	-46.9	4268
11:34:11	-47.9	-46.4	4326
11:34:12	-47.7	-45.9	4449
11:34:14	-47.5	-45.5	4503
11:34:15	-47.2	-45.1	4643
11:34:17	-47.0	-44.7	4696
11:34:19	-46.6	-44.3	4784
11:34:20	-46.5	-43.8	4822
11:34:22	-46.3	-43.4	4913
11:34:23	-46.0	-43.0	4982
11:34:25	-45.7	-42.7	5117
11:34:27	-45.4	-42.2	5159
11:34:28	-45.5	-41.7	5176
11:34:30	-45.1	-41.4	5212
11:34:31	-44.9	-40.9	5232
11:34:33	-44.7	-40.6	5274
11:34:34	-44.4	-40.1	5299
11:34:36	-44.3	-39.7	5359
11:34:38	-44.1	-39.2	5383
11:34:39	-43.9	-38.9	5427
11:34:41	-43.8	-38.5	5447
11:34:42	-43.6	-38.2	5475
11:34:44	-43.4	-37.9	5494
11:34:45	-43.3	-37.5	5517
11:34:47	-43.1	-37.1	5536
11:34:49	-43.0	-36.8	5576
11:34:50	-42.8	-36.5	5604
11:34:52	-42.8	-36.1	5611
11:34:53	-42.7	-35.8	5643
11:34:55	-42.6	-35.5	5654
11:34:56	-42.4	-35.3	5681
11:34:58	-42.4	-34.9	5690
11:35:00	-42.4	-34.6	5723
11:35:01	-42.3	-34.3	5734
11:35:03	-42.2	-34.0	5763
11:35:04	-42.1	-33.7	5775
11:35:06	-42.0	-33.4	5816
11:35:08	-42.0	-33.2	5833
11:35:09	-41.8	-32.8	5859
11:35:11	-41.6	-32.5	5883
11:35:12	-41.7	-32.2	5903
11:35:14	-41.4	-31.9	5939
11:35:15	-41.5	-31.7	5951
11:35:17	-41.3	-31.4	5981
11:35:19	-41.3	-31.1	5998
11:35:20	-41.2	-30.8	6035
11:35:22	-41.2	-30.5	6055
11:35:23	-41.1	-30.3	6080
11:35:25	-41.0	-30.0	6101
11:35:26	-40.9	-29.7	6124
11:35:28	-40.8	-29.5	6147
11:35:30	-40.7	-29.2	6173
11:35:31	-40.7	-28.9	6191
11:35:33	-40.6	-28.7	6217
11:35:34	-40.4	-28.4	6231
11:35:36	-40.5	-28.2	6273
11:35:38	-40.3	-27.9	6298
11:35:39	-40.3	-27.7	6319
11:35:41	-40.3	-27.5	6342
11:35:42	-40.1	-27.3	6362
11:35:44	-40.0	-27.0	6388
11:35:45	-39.9	-26.7	6405
11:35:47	-39.9	-26.5	6431
11:35:49	-39.8	-26.3	6446
11:35:50	-39.8	-26.1	6477
11:35:52	-39.7	-25.9	6496
11:35:53	-39.6	-25.7	6531
11:35:55	-39.6	-25.4	6540
11:35:56	-39.4	-25.3	6572
11:35:58	-39.5	-25.0	6585
11:36:00	-39.3	-24.8	6614
11:36:01	-39.4	-24.6	6647
11:36:03	-39.1	-24.4	6659
11:36:04	-39.2	-24.1	6687
11:36:06	-39.0	-24.0	6699
11:36:08	-39.0	-23.8	6744
11:36:09	-39.0	-23.6	6754
11:36:11	-38.9	-23.3	6784
11:36:12	-38.9	-23.1	6794
11:36:14	-38.8	-23.0	6825
11:36:15	-38.8	-22.7	6836
11:36:17	-38.6	-22.5	6867
11:36:19	-38.6	-22.4	6878
11:36:20	-38.5	-22.2	6908
11:36:22	-38.5	-21.9	6921
11:36:23	-38.4	-21.8	6950
11:36:25	-38.3	-21.6	6991
11:36:26	-38.3	-21.4	6998
11:36:28	-38.2	-21.2	7034
11:36:30	-38.3	-21.1	7041
11:36:31	-38.1	-20.9	7071
11:36:33	-38.2	-20.8	7087
11:36:34	-38.0	-20.5	7113
11:36:36	-38.0	-20.4	7130
11:36:38	-38.0	-20.2	7151
11:36:39	-37.7	-20.0	7171
11:36:41	-37.7	-19.8	7203
11:36:42	-37.6	-19.7	7225
11:36:44	-37.7	-19.6	7250
11:36:45	-37.6	-19.4	7267
11:36:47	-37.5	-19.2	7290
11:36:49	-37.5	-19.0	7311
11:36:50	-37.5	-18.9	7335
11:36:52	-37.4	-18.7	7354
11:36:53	-37.2	-18.5	7374
11:36:55	-37.2	-18.3	7395
11:36:56	-37.1	-18.2	7420
11:36:58	-37.1	-18.0	7450
11:37:00	-37.1	-17.9	7463
11:37:01	-37.0	-17.7	7496
11:37:03	-36.8	-17.6	7503
11:37:04	-36.7	-17.4	7531
11:37:06	-36.7	-17.2	7540
11:37:07	-36.6	-17.1	7572
11:37:09	-36.6	-16.9	7580
11:37:11	-36.5	-16.9	7611
11:37:12	-36.5	-16.7	7639
11:37:14	-36.4	-16.6	7660
11:37:15	-36.5	-16.5	7691
11:37:17	-36.3	-16.4	7699
11:37:19	-36.3	-16.3	7731
11:37:20	-36.2	-16.2	7738
11:37:22	-36.1	-16.0	7770
11:37:23	-36.1	-15.8	7778
11:37:25	-36.0	-15.7	7806
11:37:27	-36.1	-15.6	7819
11:37:28	-35.9	-15.5	7846
11:37:30	-35.9	-15.4	7890
11:37:31	-35.9	-15.3	7901
11:37:33	-35.9	-15.1	7934
11:37:34	-35.7	-15.0	7942
11:37:36	-35.6	-14.9	7971
11:37:38	-35.6	-14.8	7987
11:37:39	-35.4	-14.7	8010
11:37:41	-35.5	-14.5	8026
11:37:42	-35.4	-14.4	8046
11:37:44	-35.4	-14.3	8066
11:37:45	-35.4	-14.2	8081
11:37:47	-35.3	-14.1	8102
11:37:49	-35.2	-14.0	8135
11:37:50	-35.1	-13.8	8153
11:37:52	-35.0	-13.7	8177
11:37:53	-34.9	-13.6	8199
11:37:55	-34.9	-13.5	8217
11:37:57	-34.8	-13.5	8236
11:37:58	-34.7	-13.3	8257
11:38:00	-34.8	-13.2	8278
11:38:01	-34.6	-13.2	8293
11:38:03	-34.7	-13.0	8320
11:38:04	-34.6	-12.9	8332
11:38:06	-34.7	-12.9	8374
11:38:08	-34.5	-12.8	8384
11:38:09	-34.5	-12.7	8416
11:38:11	-34.5	-12.6	8435
11:38:12	-34.3	-12.5	8452
11:38:14	-34.3	-12.4	8476
11:38:16	-34.2	-12.3	8491
11:38:17	-34.3	-12.2	8515
11:38:19	-34.2	-12.1	8530
11:38:20	-34.2	-12.0	8552
11:38:22	-34.0	-11.9	8565
11:38:23	-33.9	-11.9	8604
11:38:25	-34.0	-11.8	8613
11:38:27	-34.0	-11.7	8643
11:38:28	-33.9	-11.6	8653
11:38:30	-33.8	-11.6	8679
11:38:31	-33.7	-11.4	8690
11:38:33	-33.7	-11.4	8717
11:38:35	-33.7	-11.3	8743
11:38:36	-33.6	-11.3	8757
11:38:38	-33.7	-11.1	8780
11:38:39	-33.4	-11.1	8794
11:38:41	-33.5	-11.0	8827
11:38:42	-33.3	-10.9	8837
11:38:44	-33.4	-10.8	8862
11:38:46	-33.3	-10.7	8872
11:38:47	-33.3	-10.7	8899
11:38:49	-33.3	-10.7	8910
11:38:50	-33.1	-10.5	8934
11:38:52	-33.0	-10.4	8942
11:38:54	-33.0	-10.4	8971
11:38:55	-33.0	-10.3	8988
11:38:57	-32.9	-10.2	9005
11:38:58	-33.0	-10.1	9030
11:39:00	-32.9	-10.1	9055
11:39:02	-32.8	-10.0	9080
11:39:03	-32.7	-10.0	9091
11:39:05	-32.7	-9.9	9119
11:39:06	-32.6	-9.8	9128
11:39:08	-32.6	-9.8	9155
11:39:09	-32.5	-9.7	9165
11:39:11	-32.4	-9.6	9191
11:39:13	-32.5	-9.6	9213
11:39:14	-32.4	-9.5	9228
11:39:16	-32.4	-9.5	9254
11:39:17	-32.4	-9.4	9269
11:39:19	-32.3	-9.3	9300
11:39:20	-32.1	-9.3	9312
11:39:22	-32.3	-9.2	9342
11:39:24	-32.2	-9.2	9351
11:39:25	-32.0	-9.2	9377
11:39:27	-32.0	-9.1	9385
11:39:28	-31.9	-9.0	9414
11:39:30	-31.9	-8.9	9426
11:39:32	-31.8	-8.8	9449
11:39:33	-31.8	-8.7	9461
11:39:35	-31.8	-8.7	9487
11:39:36	-31.8	-8.8	9522
11:39:38	-31.8	-8.7	9531
