time	T hot	T vent	T cold	mBar
15:37:34	39.2	33.2	-25.4	-1886
15:37:35	39.2	33.3	-25.7	-1887
15:37:37	39.3	33.3	-26.0	-1887
15:37:39	39.3	33.4	-26.2	-1886
15:37:40	39.4	33.4	-26.5	-1886
15:37:42	39.4	33.4	-26.7	-1887
15:37:43	39.4	33.5	-27.1	-1886
15:37:45	39.5	33.5	-27.3	-1886
15:37:47	39.4	33.6	-27.6	-1886
15:37:48	39.5	33.6	-27.9	-1887
15:37:50	39.5	33.6	-28.1	-1886
15:37:51	39.6	33.6	-28.4	-1886
15:37:53	39.6	33.6	-28.7	-1887
15:37:54	39.6	33.7	-28.9	-1886
15:37:56	39.7	33.7	-29.1	-1886
15:37:58	39.7	33.8	-29.4	-1887
15:37:59	39.7	33.8	-29.6	-1886
15:38:01	39.7	33.9	-29.8	-1886
15:38:02	39.7	33.9	-30.1	-1886
15:38:04	39.8	33.9	-30.2	-1887
15:38:06	39.9	34.0	-30.4	-1887
15:38:07	39.9	34.0	-30.7	-1886
15:38:09	39.9	34.0	-30.8	-1887
15:38:10	39.9	34.1	-31.1	-1886
15:38:12	40.0	34.1	-31.3	-1886
15:38:14	40.1	34.2	-31.5	-1886
15:38:15	40.1	34.2	-31.6	-1886
15:38:17	40.2	34.3	-31.8	-1886
15:38:18	40.2	34.3	-32.1	-1886
15:38:20	40.2	34.2	-32.3	-1886
15:38:21	40.2	34.2	-32.5	-1886
15:38:23	40.2	34.1	-32.7	-1887
15:38:25	40.2	34.1	-32.9	-1886
15:38:26	40.3	33.9	-33.0	-1887
15:38:28	40.3	33.8	-33.2	-1887
15:38:29	40.3	33.7	-33.4	-1886
15:38:31	40.3	33.7	-33.6	-1887
15:38:33	40.3	33.6	-33.7	-1887
15:38:34	40.3	33.5	-33.9	-1886
15:38:36	40.3	33.4	-34.1	-1887
15:38:37	40.3	33.3	-34.3	-1886
15:38:39	40.3	33.3	-34.5	-1887
15:38:40	40.3	33.2	-34.6	-1886
15:38:42	40.3	33.2	-34.8	-1887
15:38:44	40.3	33.1	-34.9	-1886
15:38:45	40.2	33.1	-35.1	-1886
15:38:47	40.2	33.0	-35.2	-1887
15:38:48	40.2	33.0	-35.4	-1886
15:38:50	40.2	33.0	-35.6	-1887
15:38:52	40.2	32.9	-35.8	-1886
15:38:53	40.2	32.9	-35.9	-1887
15:38:55	40.2	32.9	-36.0	-1886
15:38:56	40.2	32.9	-36.1	-1887
15:38:58	40.2	32.8	-36.3	-1886
15:38:59	40.2	32.9	-36.4	-1887
15:39:01	40.2	32.9	-36.6	-1887
15:39:03	40.1	32.8	-36.7	-1886
15:39:04	40.1	32.8	-36.8	-1886
15:39:06	40.1	32.8	-37.0	-1887
15:39:07	40.1	32.8	-37.2	-1886
15:39:09	40.1	32.8	-37.2	-1886
15:39:11	40.1	32.8	-37.4	-1887
15:39:12	40.1	32.8	-37.5	-1886
15:39:14	40.1	32.7	-37.5	-1886
15:39:15	40.1	32.7	-37.7	-1887
15:39:17	40.1	32.7	-37.8	-1887
15:39:18	40.1	32.7	-37.9	-1886
15:39:20	40.1	32.7	-38.1	-1886
15:39:22	40.1	32.7	-38.1	-1886
15:39:23	40.0	32.7	-38.3	-1886
15:39:25	40.0	32.7	-38.4	-1886
15:39:26	40.0	32.7	-38.5	-1886
15:39:28	40.0	32.7	-38.6	-1886
15:39:30	40.0	32.7	-38.7	-1886
15:39:31	40.0	32.7	-38.8	-1886
15:39:33	39.9	32.6	-38.9	-1886
15:39:34	40.0	32.7	-39.0	-1887
15:39:36	39.9	32.6	-39.1	-1886
15:39:38	39.9	32.6	-39.3	-1886
15:39:39	39.9	32.6	-39.4	-1886
15:39:41	39.9	32.6	-39.4	-1886
15:39:42	39.9	32.6	-39.5	-1886
15:39:44	39.9	32.6	-39.6	-1887
15:39:46	39.9	32.6	-39.7	-1887
15:39:47	39.9	32.6	-39.8	-1886
15:39:49	39.8	32.6	-39.9	-1886
15:39:50	39.8	32.6	-40.0	-1886
15:39:52	39.9	32.6	-40.1	-1886
15:39:53	39.8	32.6	-40.2	-1887
15:39:55	39.8	32.6	-40.2	-1886
15:39:57	39.9	32.6	-40.3	-1886
15:39:58	39.8	32.6	-40.4	-1886
15:40:00	39.9	32.6	-40.4	-1886
15:40:01	39.9	32.6	-40.5	-1886
15:40:03	39.9	32.6	-40.6	-1887
15:40:05	39.9	32.6	-40.6	-1886
15:40:06	39.9	32.6	-40.8	-1886
15:40:08	39.9	32.6	-40.9	-1886
15:40:09	39.9	32.6	-40.9	-1886
15:40:11	39.9	32.6	-40.9	-1886
15:40:13	39.9	32.6	-41.0	-1886
15:40:14	39.8	32.6	-41.1	-1886
15:40:16	39.8	32.6	-41.2	-1886
15:40:17	39.8	32.6	-41.3	-1886
15:40:19	39.8	32.6	-41.4	-1886
15:40:20	39.8	32.6	-41.4	-1886
15:40:22	39.8	32.6	-41.5	-1886
15:40:24	39.8	32.6	-41.5	-1886
15:40:25	39.8	32.6	-41.6	-1886
15:40:27	39.8	32.6	-41.6	-1886
15:40:28	39.8	32.6	-41.7	-1886
15:40:30	39.8	32.6	-41.7	-1886
15:40:32	39.8	32.6	-41.8	-1886
15:40:33	39.8	32.6	-41.8	-1886
15:40:35	39.8	32.6	-41.9	-1886
15:40:36	39.8	32.6	-42.0	-1886
15:40:38	39.8	32.5	-42.1	-1886
15:40:39	39.8	32.5	-42.1	-1886
15:40:41	39.8	32.5	-42.2	-1886
15:40:43	39.8	32.5	-42.2	-1886
15:40:44	39.8	32.6	-42.3	-1886
15:40:46	39.9	32.6	-42.3	-1886
15:40:47	39.8	32.6	-42.3	-1886
15:40:49	39.8	32.6	-42.4	-1886
15:40:51	39.8	32.6	-42.5	-1886
15:40:52	39.8	32.6	-42.5	-1886
15:40:54	39.8	32.6	-42.6	-1886
15:40:55	39.8	32.6	-42.6	-1886
15:40:57	39.8	32.5	-42.7	-1886
15:40:58	39.8	32.5	-42.7	-1886
15:41:00	39.8	32.6	-42.8	-1886
15:41:02	39.8	32.5	-42.8	-1887
15:41:03	39.8	32.6	-42.9	-1886
15:41:05	39.8	32.5	-42.9	-1886
15:41:06	39.7	32.5	-43.0	-1886
15:41:08	39.7	32.5	-43.0	-1886
15:41:10	39.7	32.5	-43.1	-1886
15:41:11	39.7	32.5	-43.1	-1886
15:41:13	39.7	32.6	-43.2	-1886
15:41:14	39.7	32.5	-43.2	-1886
15:41:16	39.7	32.5	-43.3	-1886
15:41:18	39.7	32.6	-43.3	-1886
15:41:19	39.7	32.6	-43.4	-1886
15:41:21	39.7	32.5	-43.5	-1886
15:41:22	39.7	32.6	-43.5	-1886
15:41:24	39.7	32.5	-43.5	-1886
15:41:26	39.7	32.5	-43.5	-1886
15:41:27	39.7	32.5	-43.6	-1887
15:41:29	39.7	32.5	-43.6	-1886
15:41:30	39.7	32.5	-43.6	-1886
15:41:32	39.7	32.5	-43.6	-1886
15:41:34	39.7	32.5	-43.7	-1886
15:41:35	39.7	32.5	-43.7	-1886
15:41:37	39.7	32.5	-43.8	-1886
15:41:38	39.7	32.5	-43.8	-1886
15:41:40	39.8	32.5	-43.8	-902
15:41:41	39.7	32.5	-43.9	-904
15:41:43	39.7	32.6	-43.9	-905
15:41:45	39.7	32.6	-43.9	-904
15:41:46	39.7	32.5	-44.0	-904
15:41:48	39.7	32.6	-44.0	-904
15:41:49	39.7	32.5	-44.1	-904
15:41:51	39.7	32.5	-44.1	-904
15:41:53	39.7	32.5	-44.2	-905
15:41:54	39.7	32.5	-44.2	-905
15:41:56	39.7	32.6	-44.2	-904
15:41:57	39.7	32.5	-44.3	-903
15:41:59	39.7	32.5	-44.3	-905
15:42:00	39.7	32.5	-44.3	-905
15:42:02	39.7	32.5	-44.4	-903
15:42:04	39.7	32.5	-44.4	-902
15:42:05	39.7	32.5	-44.4	-904
15:42:07	39.7	32.6	-44.4	-904
15:42:08	39.6	32.6	-44.5	-905
15:42:10	39.7	32.6	-44.5	-905
15:42:11	39.7	32.5	-44.6	-905
15:42:13	39.7	32.6	-44.5	-903
15:42:15	39.7	32.5	-44.6	-904
15:42:16	39.6	32.6	-44.6	-902
15:42:18	39.6	32.5	-44.7	-903
15:42:19	39.6	32.6	-44.6	-904
15:42:21	39.6	32.6	-44.6	-904
15:42:23	39.6	32.6	-44.7	-903
15:42:24	39.6	32.6	-44.7	-905
15:42:26	39.6	32.6	-44.8	-904
15:42:27	39.7	32.6	-44.8	-907
15:42:29	39.6	32.7	-44.8	-904
15:42:31	39.7	32.7	-44.8	-904
15:42:32	39.7	32.7	-44.8	-903
15:42:34	39.6	32.6	-44.8	-905
15:42:35	39.6	32.7	-44.9	-903
15:42:37	39.6	32.7	-44.9	-903
15:42:38	39.6	32.7	-44.9	-904
15:42:40	39.6	32.7	-45.0	-903
15:42:42	39.7	32.7	-45.0	-903
15:42:43	39.7	32.7	-44.9	-905
15:42:45	39.7	32.7	-44.9	-904
15:42:46	39.7	32.7	-45.0	-904
15:42:48	39.7	32.7	-45.0	-903
15:42:50	39.7	32.6	-45.0	-903
15:42:51	39.8	32.7	-45.0	-905
15:42:53	39.8	32.7	-45.0	-903
15:42:54	39.7	32.7	-45.0	-904
15:42:56	39.7	32.7	-45.0	-905
15:42:58	39.8	32.7	-45.0	-903
15:42:59	39.7	32.7	-45.0	-905
15:43:01	39.7	32.7	-45.1	-903
15:43:02	39.8	32.7	-45.1	-904
15:43:04	39.7	32.7	-45.1	-905
15:43:05	39.7	32.7	-45.2	-905
15:43:07	39.7	32.7	-45.2	-904
15:43:09	39.7	32.7	-45.2	-904
15:43:10	39.7	32.7	-45.2	-904
15:43:12	39.6	32.7	-45.3	-905
15:43:13	39.6	32.7	-45.3	-905
15:43:15	39.7	32.7	-45.3	-905
15:43:17	39.7	32.7	-45.3	-904
15:43:18	39.7	32.7	-45.3	-904
15:43:20	39.7	32.7	-45.3	-904
15:43:21	39.7	32.7	-45.3	-905
15:43:23	39.7	32.7	-45.3	-905
15:43:24	39.7	32.7	-45.3	-904
15:43:26	39.7	32.7	-45.4	-903
15:43:28	39.7	32.7	-45.4	-904
15:43:29	39.7	32.7	-45.3	-904
15:43:31	39.8	32.7	-45.3	-904
15:43:32	39.8	32.7	-45.4	-903
15:43:34	39.8	32.7	-45.4	-905
15:43:36	39.8	32.7	-45.4	-904
15:43:37	39.8	32.7	-45.4	-905
15:43:39	39.8	32.7	-45.4	-904
15:43:40	39.8	32.7	-45.4	-903
15:43:42	39.8	32.7	-45.5	-905
15:43:44	39.8	32.7	-45.5	-905
15:43:45	39.8	32.7	-45.5	-904
15:43:47	39.8	32.7	-45.5	-903
15:43:48	39.8	32.7	-45.5	-907
15:43:50	39.7	32.7	-45.6	-904
15:43:51	39.7	32.7	-45.5	-904
15:43:53	39.7	32.7	-45.6	-905
15:43:55	39.7	32.7	-45.6	-904
15:43:56	39.7	32.7	-45.6	-905
15:43:58	39.7	32.7	-45.6	-903
15:43:59	39.7	32.7	-45.6	-908
15:44:01	39.7	32.7	-45.6	-905
15:44:03	39.7	32.7	-45.6	-907
15:44:04	39.7	32.7	-45.7	-905
15:44:06	39.7	32.8	-45.7	-904
15:44:07	39.7	32.7	-45.7	-907
15:44:09	39.7	32.8	-45.7	-907
15:44:10	39.7	32.7	-45.7	-904
15:44:12	39.7	32.7	-45.8	-908
15:44:14	39.7	32.7	-45.8	-907
15:44:15	39.8	32.8	-45.7	-907
15:44:17	39.8	32.7	-45.7	-907
15:44:19	39.8	32.7	-45.7	-904
15:44:20	39.8	32.7	-45.7	-903
15:44:22	39.8	32.8	-45.7	-903
15:44:23	39.8	32.7	-45.7	-905
15:44:25	39.8	32.7	-45.7	-904
15:44:26	39.8	32.8	-45.7	-902
15:44:28	39.7	32.8	-45.8	-904
15:44:30	39.7	32.8	-45.7	-904
15:44:31	39.7	32.8	-45.8	-904
15:44:33	39.7	32.8	-45.8	-905
15:44:34	39.8	32.8	-45.8	-904
15:44:36	39.8	32.8	-45.8	-907
15:44:38	39.8	32.8	-45.8	-905
15:44:39	39.8	32.8	-45.8	-907
15:44:41	39.8	32.8	-45.8	-907
15:44:42	39.8	32.8	-45.8	-908
15:44:44	39.8	32.8	-45.8	-908
15:44:45	39.8	32.8	-45.8	-905
15:44:47	39.8	32.8	-45.8	-903
15:44:49	39.8	32.8	-45.8	-904
15:44:50	39.8	32.7	-45.8	-904
15:44:52	39.8	32.7	-45.8	-909
15:44:53	39.8	32.7	-45.9	-904
15:44:55	39.8	32.7	-45.9	-905
15:44:56	39.8	32.7	-45.9	-904
15:44:58	39.8	32.7	-45.9	-905
15:45:00	39.8	32.7	-45.9	-905
15:45:01	39.9	32.8	-45.9	-904
15:45:03	39.9	32.8	-45.8	-905
15:45:04	39.8	32.7	-45.8	-908
15:45:06	39.9	32.7	-45.8	-904
15:45:08	39.9	32.7	-45.9	-907
15:45:09	39.9	32.7	-45.9	-904
15:45:11	39.8	32.7	-45.9	-905
15:45:12	38.6	32.7	-45.8	-907
15:45:14	36.9	32.1	-45.1	-903
15:45:15	36.6	31.7	-44.3	-908
15:45:17	36.3	31.5	-43.5	-907
15:45:19	36.2	31.4	-42.7	-908
15:45:20	36.1	31.4	-41.9	-905
15:45:22	35.9	31.3	-41.2	-909
15:45:23	35.8	31.3	-40.3	-909
15:45:25	35.6	31.3	-39.8	-910
15:45:27	35.5	31.3	-39.0	-913
15:45:28	35.4	31.3	-38.2	-907
15:45:30	35.3	31.3	-37.6	-908
15:45:31	35.2	31.3	-36.9	-904
15:45:33	35.1	31.3	-36.2	-909
15:45:34	35.0	31.3	-35.5	-903
15:45:36	34.9	31.3	-34.8	-907
15:45:38	34.9	31.3	-34.2	-912
15:45:39	34.7	31.3	-33.6	-908
15:45:41	34.7	31.3	-32.9	-904
15:45:42	34.6	31.2	-32.3	-908
15:45:44	34.5	31.2	-31.7	-909
15:45:46	34.3	31.2	-31.1	-908
15:45:47	34.3	31.3	-30.5	-904
15:45:49	34.2	31.2	-29.9	-905
15:45:50	34.1	31.2	-29.3	-904
15:45:52	34.0	31.2	-28.7	-903
15:45:54	33.9	31.2	-28.2	-904
15:45:55	33.8	31.2	-27.6	-905
15:45:57	33.7	31.2	-27.0	-905
15:45:58	33.7	31.2	-26.6	-908
15:46:00	33.6	31.2	-26.0	-905
15:46:02	33.5	31.2	-25.4	-904
15:46:03	33.5	31.2	-25.0	-905
15:46:05	33.4	31.2	-24.4	-904
15:46:06	33.3	31.1	-23.9	-907
15:46:08	33.2	31.1	-23.4	-913
15:46:10	33.2	31.1	-22.9	-908
15:46:11	33.1	31.1	-22.5	-904
15:46:13	33.0	31.1	-21.9	-904
15:46:14	33.0	31.1	-21.4	-905
15:46:16	32.9	31.1	-21.0	-904
15:46:17	32.9	31.1	-20.4	-904
15:46:19	32.8	31.1	-20.0	-908
15:46:21	32.7	31.1	-19.6	-908
15:46:22	32.7	31.2	-19.0	-909
15:46:24	32.6	31.1	-18.7	-909
15:46:25	32.5	31.1	-18.2	-907
15:46:27	32.4	31.1	-17.7	-907
15:46:29	32.4	31.1	-17.3	-908
15:46:30	32.3	31.1	-16.9	-907
15:46:32	32.3	31.1	-16.4	-908
15:46:33	32.3	31.1	-16.1	-910
15:46:35	32.2	31.1	-15.6	-909
15:46:36	32.2	31.1	-15.2	-907
15:46:38	32.0	31.1	-14.8	-912
15:46:40	32.0	31.1	-14.4	-908
15:46:41	31.9	31.1	-14.0	-905
15:46:43	31.8	31.1	-13.7	-908
15:46:44	31.8	31.1	-13.2	-915
15:46:46	31.8	31.0	-12.8	-913
15:46:48	31.6	31.0	-12.5	-912
15:46:49	31.7	31.0	-12.1	-909
15:46:51	31.6	31.0	-11.8	-912
15:46:52	31.5	31.0	-11.4	-909
15:46:54	31.5	31.0	-11.0	-908
15:46:55	31.4	31.0	-10.7	-908
15:46:57	31.4	31.0	-10.3	-913
15:46:59	31.4	31.0	-9.9	-914
15:47:00	31.3	31.0	-9.6	-914
15:47:02	31.3	31.0	-9.2	-917
15:47:03	31.3	31.0	-8.9	-909
15:47:05	31.2	31.0	-8.5	-910
15:47:07	31.1	31.0	-8.2	-908
15:47:08	31.0	30.9	-7.9	-915
15:47:10	31.1	31.0	-7.6	-914
15:47:11	31.0	31.0	-7.2	-910
15:47:13	31.0	31.0	-6.9	-908
15:47:14	30.9	31.0	-6.6	-913
15:47:16	30.9	31.0	-6.3	-915
15:47:18	30.9	31.0	-6.0	-912
15:47:19	30.8	31.0	-5.7	-915
15:47:21	30.7	31.0	-5.5	-908
15:47:22	30.7	31.0	-5.1	-912
15:47:24	30.6	31.0	-4.8	-908
15:47:26	30.6	31.0	-4.5	-907
15:47:27	30.5	31.0	-4.2	-914
15:47:29	30.5	31.0	-4.0	-910
15:47:30	30.4	30.9	-3.7	-909
15:47:32	30.4	31.0	-3.4	-910
15:47:33	30.4	31.0	-3.1	-908
15:47:35	30.3	31.0	-2.9	-909
15:47:37	30.3	31.0	-2.6	-909
15:47:38	30.3	30.9	-2.4	-908
15:47:40	30.2	31.0	-2.1	-909
15:47:41	30.1	30.9	-1.8	-908
15:47:43	30.1	30.9	-1.6	-913
15:47:45	30.1	31	-1.3	-915
15:47:46	30.0	30.9	-1.1	-915
15:47:48	30.0	30.9	-0.9	-908
15:47:49	30.0	30.9	-0.6	-910
15:47:51	29.9	30.9	-0.4	-912
15:47:52	29.9	30.9	-0.2	-909
15:47:54	29.9	30.9	0.0	-908
15:47:56	29.8	30.9	0.2	-908
15:47:57	29.8	30.9	0.4	-914
15:47:59	29.7	30.8	0.6	-914
